isocode,XRAT,POP,cc,cg,ci,kc,kg,ki,openc,openk,csave,rgdpch,rgdpl,cgdp,rgdptt,y,p,pc,pg,pi,yr,cgnp,rgdpeqa,rgdpwok
PER,1.89E-8,8715.934381,49.724651154,8.4655647552,42.038129578,54.143349635,12.77302537,38.793632031,40.870918399,30.100820306,41.809784091,3054.6781829,2929.8005351,664.49604438,3089.921411,26.828718605,30.162600217,41.776833114,27.058189745,17.049907123,1955,,3877.1557043,9277.4797192
PER,1.89E-8,8952.523269,45.457934522,8.4843406175,47.120286225,50.446948183,12.827705831,43.351407529,42.225715334,31.125112823,46.057724861,3232.7145102,3076.4202991,726.43621058,3245.0771628,28.404994095,30.156888454,42.929183982,31.802386494,17.538901865,1956,,4107.1230955,9871.2937423
PER,1.91E-8,9189.112151,44.472503332,8.3017984953,50.359975083,49.812674138,12.449784079,46.279210706,42.53543131,33.266239597,47.225698172,3242.0473788,3065.0626809,753.71843153,3223.2936343,28.496070649,30.754618717,45.012021889,31.899340282,17.975310213,1957,,4123.8562705,9957.0920984
PER,2.4E-8,9425.701036,48.84888228,8.894453853,44.678718491,52.580113644,12.694342485,39.792542945,41.218691562,30.673660342,42.256663867,3104.0332764,2974.7965294,724.75568805,3050.3295392,27.378601674,27.521646344,37.856720411,26.889113902,16.347852584,1958,,3952.8982739,9586.5831166
PER,2.78E-8,9652.826364,53.117503726,9.3452288492,34.854042044,56.940913535,13.08635054,30.711048863,40.543388033,30.461706156,37.537267424,2917.6455155,2849.2116974,701.36160377,2949.9165576,24.813700892,27.908606896,35.893824863,26.742264316,16.051872854,1959,,3720.4010244,9065.65656
PER,2.73E-8,9931,49.464597723,9.5108646051,41.085528472,51.554876449,12.753881222,35.523068821,41.584518578,32.932232132,41.024537672,3228.2011003,3118.4432415,754.51483018,3111.2776139,26.122069566,33.413579868,34.041103423,27.51229412,34.024162974,1960,96.721440296,4118.7944694,10087.528861
PER,2.68E-8,10217.19,52.619390972,10.411146048,38.399007239,54.156680129,13.451921373,32.971051975,44.180247324,36.238550478,36.96946298,3386.483842,3292.9898313,794.244658,3265.0538997,27.05873555,34.784746529,34.174233006,29.391584119,37.083604171,1961,97.099018029,4322.7656902,10672.026168
PER,2.68E-8,10516.06,56.076698443,10.118796112,35.851920555,57.495751664,12.820557758,31.52196838,43.068790684,36.078956581,33.804505446,3622.1269372,3527.9481758,858.06660734,3520.0868358,27.63039301,35.458799039,33.05258274,31.004601861,40.479555977,1962,97.905607168,4626.3282132,11514.098574
PER,2.68E-8,10825.77,61.347713049,9.9693268733,31.900051404,63.130501428,12.491582624,28.134356932,41.117175664,33.444118682,28.682960077,3787.4560491,3707.0945849,911.26501516,3725.5929284,28.189044672,35.533897905,33.05871944,32.792060772,41.15084211,1963,98.151329922,4842.2317255,12147.770347
PER,2.68E-8,11143.36,57.852458904,10.524251526,31.917396665,60.758615844,13.311726462,28.752744435,38.329060155,32.524271291,31.623289569,3891.5455331,3810.4951684,967.37704524,3906.5280345,28.216757522,39.3455257,37.818181128,37.644584937,42.67479997,1964,98.016185836,4975.9168355,12582.556954
PER,2.68E-8,11467,58.943963531,10.997079534,33.471418542,61.911980324,13.517530347,30.112206042,35.608306793,32.852798609,30.058956935,4050.2482228,3958.916458,1018.1144168,4039.6642886,27.670889344,43.08327614,42.889994221,40.68829353,44.210524947,1965,98.442131935,5182.2448273,13217.963217
PER,2.68E-8,11796.96,58.471681933,9.940978668,35.286398678,63.292068505,12.354774772,32.926326158,35.673980526,33.24218525,31.587339399,4338.7909485,4215.6295799,1150.2410355,4411.6509954,28.888965231,43.859829036,43.031030785,45.641619307,44.731226792,1966,98.056422508,5554.9671975,14286.783995
PER,3.02E-8,12132.9,60.735628818,10.428170922,33.715586281,64.522357663,12.50425805,30.998568716,36.567983814,34.919118479,28.83620026,4365.8072823,4255.187818,1170.822051,4380.5410297,28.246416535,42.516974841,41.641246487,41.575966888,44.385573639,1967,97.807017471,5588.4941583,14499.436155
PER,3.87E-8,12476.16,67.455794682,10.852753186,22.478125296,71.572442357,12.773853796,20.861096578,37.991670167,31.844428754,21.691452132,4353.0687584,4308.9275498,1230.2279365,4497.9306305,27.438257702,36.381223257,34.915719382,33.507061806,42.166816659,1968,97.316056068,5574.4456123,14585.076794
PER,3.87E-8,12829.06,66.903299622,10.632476733,21.802792349,72.394195256,12.573137773,20.528285442,35.221166429,29.624634289,22.464223645,4441.6817567,4397.9314842,1336.4563467,4670.5302712,27.784286903,36.456526287,35.186243551,33.0263734,42.027240592,1969,97.312939163,5691.4908622,15021.580126
PER,3.87E-8,13193,73.12388575,12.332265983,12.650991348,77.180523243,13.814042924,11.661106897,33.892857255,25.035829496,14.543848267,4686.1396729,4704.6909376,1458.2602787,4921.5542806,29.163641376,37.606978835,36.202433864,37.247202403,46.076089412,1970,98.392857143,6008.3983814,15997.275045
PER,3.87E-8,13567.25,73.5997232,13.160966631,14.199924988,76.375624589,14.112855186,12.960644963,29.394814453,24.20931015,13.239310168,4776.0420937,4787.2942978,1518.7933143,4905.9123248,28.313546453,39.162508584,37.586149734,36.969404893,49.365586389,1971,98.815247568,6113.5388566,16198.57195
PER,3.87E-8,13951.22,74.484665317,14.038019188,12.141671128,76.653696866,14.622484053,11.102995522,28.913922863,24.436700812,11.477315496,4765.9136042,4789.1885029,1559.7720694,4871.3331053,26.738003585,41.109555204,39.903380809,38.487639272,51.540409484,1972,98.786824942,6092.6316503,16074.687049
PER,3.87E-8,14344.92,70.86976991,13.772824524,17.433697762,74.873166487,14.546142002,16.276582022,29.454370735,22.561898672,15.357405566,4969.0080954,4964.1194983,1738.396227,5141.3058218,26.9067376,42.91926036,41.684859067,40.250650308,50.045461309,1973,98.503135679,6341.9341746,16655.001856
PER,3.87E-8,14748.31,70.728873342,13.868965787,22.833688112,73.540178951,14.182094672,20.641306444,36.429802774,24.681692898,15.40216087,5282.1700141,5250.0830564,1963.7385482,5297.4666842,28.296938021,46.58185697,46.156064761,38.59848737,52.749799806,1974,98.81249732,6733.1676406,17607.23338
PER,4.04E-8,15161,73.6536989,15.459475095,21.977899096,73.514115855,15.121495361,18.759904389,32.792303719,23.420780644,10.886826006,5339.7971018,5319.8722875,2104.6337501,5148.6962866,28.097471997,51.617512201,51.913287743,41.246900033,57.921083676,1975,98.692513994,6796.2588297,17696.938155
PER,5.58E-8,15582.4,73.610886083,15.899766154,18.66659843,73.472624103,15.56372662,16.050366489,32.275012457,21.361666354,10.489347762,5271.6161014,5271.5011649,2189.458067,5127.2607175,26.449352019,45.9939352,46.27673983,35.250760467,54.029489569,1976,97.70443397,6699.4515699,17366.621932
PER,8.42E-8,16012.13,72.893300797,18.355633112,15.575916862,72.873820103,17.62076743,13.542434648,38.618262192,22.228932504,8.7510660911,5167.1664788,5183.9066719,2277.7784022,5057.5404086,24.942562333,38.838150739,39.182199602,29.785757009,47.89595209,1977,90.986836219,6557.4126494,16922.30049
PER,1.56E-7,16447.77,68.222594958,16.192421151,14.911759346,70.282638654,16.072125124,13.289463875,40.793141791,21.102767781,15.584983891,4817.5441567,4831.8107347,2330.1904592,4846.5243577,22.802987769,31.800035621,32.066862316,21.918485371,41.309484537,1978,95.387362818,6104.6348193,15688.03273
PER,2.25E-7,16885.89,62.651502329,13.056631576,15.638819147,70.029174628,14.162305001,15.208790542,46.82960312,24.691211289,24.291866095,4831.3828226,4834.6623225,2742.9225978,5255.0179088,24.265998597,33.490208901,32.63250602,22.099490931,46.436249144,1979,93.948592015,6114.3411611,15649.329009
PER,2.89E-7,17324,61.283502485,13.632588358,22.101435477,67.025715475,14.323166837,21.307429987,41.821653404,24.067124706,25.083909157,4901.3115685,4865.5621213,2961.434736,5147.3579133,24.333237838,40.252716874,37.754236536,31.069419473,52.845009331,1980,95.345325493,6196.9626234,15788.190063
PER,4.22E-7,17761.59,61.461593983,15.718352371,26.423999019,64.386167378,15.760184472,24.560394991,35.792867982,24.761683349,22.820053647,5169.2085578,5109.6411642,3251.6258154,5165.5770076,24.090834291,43.262393444,41.58336755,28.165636469,56.148094558,1981,95.940819423,6524.8174613,16604.942954
PER,6.98E-7,18197.91,61.501562545,17.024955738,24.488748518,64.263303923,17.143064188,22.434861986,36.067674154,26.10729787,21.473481717,5028.2219963,4979.2278539,3384.7355233,5021.5616444,24.345563381,40.266425831,38.261674022,26.066979115,55.172876454,1982,95.818481081,6333.8369091,16103.146941
PER,1.63E-6,18632.15,65.758008205,17.599840208,16.430306901,68.507236856,17.701217479,15.231009542,39.204106059,23.385934857,16.642151587,4365.9695102,4362.4281485,3079.6334893,4434.3737246,20.606986717,33.310162417,32.585255303,21.177224861,49.207991454,1983,94.046200223,5490.2535043,13942.825001
PER,3.47E-6,19063.69,66.048534589,15.795728276,14.215582166,69.505001732,15.998351833,13.642362314,34.755044539,21.804046131,18.155737134,4369.4890276,4374.5951136,3221.1984082,4511.2196268,19.541959054,32.289572609,32.12025441,19.852394614,46.895903932,1984,93.341416328,5486.0795759,13905.546157
PER,0.000011,19492,65.83170208,15.855988006,11.801672068,70.079358097,16.246645076,11.46874961,39.424261084,20.885850006,18.312309914,4370.557207,4383.0629249,3378.8541155,4577.2042032,19.302442627,26.00312149,25.893378994,15.600056369,40.59219074,1985,93.718680992,5478.1058175,13871.620381
